,EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncc,EPOCH_TIME__yyyy-mm-ddThh:mm:ss.sssZ,ARTEMIS_MAG_AVG_nt,ARTEMIS_DENSITY_Ncc,ARTEMIS_SPEED_kms,ARTEMIS_DIST_AU,ARTEMIS_LAT_DEG,ARTEMIS_LONG_DEG,new_time,Time_offset_hours
535,2018-04-14 06:00:00+00:00,-5.8,127.3,3.6,386,3.3,2018-04-14 07:00:00+00:00,3.821666667,3.053333333,364.4166667,1,-5.7,128.3,2018-04-14 06:00:00+00:00,1
536,2018-04-14 07:00:00+00:00,-5.8,127.3,3.7,384,3.2,2018-04-14 08:00:00+00:00,4.021428571,3.242857143,362.1142857,1,-5.7,128.3,2018-04-14 07:00:00+00:00,1
537,2018-04-14 08:00:00+00:00,-5.8,127.4,3.6,383,3.3,2018-04-14 09:00:00+00:00,3.953333333,3.728333333,365.9666667,1,-5.7,128.3,2018-04-14 08:00:00+00:00,1
538,2018-04-14 09:00:00+00:00,-5.8,127.4,3.9,385,3.8,2018-04-14 10:00:00+00:00,4.164285714,4.211428571,370.0714286,1,-5.7,128.3,2018-04-14 09:00:00+00:00,1
539,2018-04-14 10:00:00+00:00,-5.8,127.5,4.5,382,4,2018-04-14 11:00:00+00:00,4.07,4.556666667,370.9333333,1,-5.7,128.3,2018-04-14 10:00:00+00:00,1
540,2018-04-14 11:00:00+00:00,-5.8,127.5,4.3,383,4.6,2018-04-14 12:00:00+00:00,3.651428571,4.66,368.7857143,1,-5.7,128.3,2018-04-14 11:00:00+00:00,1
545,2018-04-14 16:00:00+00:00,-5.7,127.7,3.8,390,5.4,2018-04-14 17:00:00+00:00,4.22,4.261428571,366.9714286,1,-5.7,128.3,2018-04-14 16:00:00+00:00,1
546,2018-04-14 17:00:00+00:00,-5.7,127.8,3.9,393,5.9,2018-04-14 18:00:00+00:00,4.181153846,4.163461538,361.3538462,1,-5.7,128.3,2018-04-14 17:00:00+00:00,1
547,2018-04-14 18:00:00+00:00,-5.7,127.8,3.8,378,5.8,2018-04-14 19:00:00+00:00,3.671538462,4.575,366.5153846,1,-5.7,128.3,2018-04-14 18:00:00+00:00,1
548,2018-04-14 19:00:00+00:00,-5.7,127.8,3.8,378,6.3,2018-04-14 20:00:00+00:00,3.640769231,5.039615385,373.1384615,1,-5.7,128.3,2018-04-14 19:00:00+00:00,1
549,2018-04-14 20:00:00+00:00,-5.7,127.9,3.8,367,6.3,2018-04-14 21:00:00+00:00,3.749473684,4.088421053,342.6473684,1,-5.7,128.3,2018-04-14 20:00:00+00:00,1
550,2018-04-14 21:00:00+00:00,-5.7,127.9,3.7,381,6.1,2018-04-14 22:00:00+00:00,3.946666667,4.378333333,336.75,1,-5.7,128.3,2018-04-14 21:00:00+00:00,1
551,2018-04-14 22:00:00+00:00,-5.7,128,4.6,361,4.8,2018-04-14 23:00:00+00:00,3.941666667,3.846666667,334.2833333,1,-5.7,128.3,2018-04-14 22:00:00+00:00,1
552,2018-04-14 23:00:00+00:00,-5.7,128,4.5,353,5.1,2018-04-15 00:00:00+00:00,3.947142857,3.925714286,333.4142857,1,-5.6,129.2,2018-04-14 23:00:00+00:00,1
553,2018-04-15 00:00:00+00:00,-5.7,128,4,356,5.8,2018-04-15 01:00:00+00:00,3.733333333,4.31,334.4166667,1,-5.6,129.2,2018-04-15 00:00:00+00:00,1
554,2018-04-15 01:00:00+00:00,-5.7,128.1,3.9,359,6.2,2018-04-15 02:00:00+00:00,3.991428571,4.634285714,334.1714286,1,-5.6,129.2,2018-04-15 01:00:00+00:00,1
555,2018-04-15 02:00:00+00:00,-5.7,128.1,3.6,350,6.4,2018-04-15 03:00:00+00:00,4.981666667,4.095,326.7166667,1,-5.6,129.2,2018-04-15 02:00:00+00:00,1
556,2018-04-15 03:00:00+00:00,-5.7,128.2,4.6,341,6,2018-04-15 04:00:00+00:00,4.744285714,4.424285714,322.4285714,1,-5.6,129.2,2018-04-15 03:00:00+00:00,1
557,2018-04-15 04:00:00+00:00,-5.7,128.2,4.7,345,6.6,2018-04-15 05:00:00+00:00,4.884285714,4.358571429,324.8,1,-5.6,129.2,2018-04-15 04:00:00+00:00,1
558,2018-04-15 05:00:00+00:00,-5.7,128.2,4.9,343,6.8,2018-04-15 06:00:00+00:00,5.053333333,4.95,323.8166667,1,-5.6,129.2,2018-04-15 05:00:00+00:00,1
559,2018-04-15 06:00:00+00:00,-5.7,128.3,4.7,337,7.7,2018-04-15 07:00:00+00:00,4.864285714,5.142857143,328.1142857,1,-5.6,129.2,2018-04-15 06:00:00+00:00,1
560,2018-04-15 07:00:00+00:00,-5.7,128.3,5,347,7.2,2018-04-15 08:00:00+00:00,5.673333333,5.365,335.2166667,1,-5.6,129.2,2018-04-15 07:00:00+00:00,1
561,2018-04-15 08:00:00+00:00,-5.7,128.4,5.5,349,6.5,2018-04-15 09:00:00+00:00,5.871428571,4.874285714,336.9142857,1,-5.6,129.2,2018-04-15 08:00:00+00:00,1
562,2018-04-15 09:00:00+00:00,-5.7,128.4,5.8,356,7,2018-04-15 10:00:00+00:00,5.455,4.993333333,332.0166667,1,-5.6,129.2,2018-04-15 09:00:00+00:00,1
563,2018-04-15 10:00:00+00:00,-5.7,128.4,5.5,350,7.1,2018-04-15 11:00:00+00:00,5.488571429,4.485714286,328.1714286,1,-5.6,129.2,2018-04-15 10:00:00+00:00,1
564,2018-04-15 11:00:00+00:00,-5.7,128.5,5.5,345,6.6,2018-04-15 12:00:00+00:00,5.093333333,4.405,322.5333333,1,-5.6,129.2,2018-04-15 11:00:00+00:00,1
565,2018-04-15 12:00:00+00:00,-5.7,128.5,5.2,341,6.6,2018-04-15 13:00:00+00:00,4.56,4.568571429,324.9428571,1,-5.6,129.2,2018-04-15 12:00:00+00:00,1
570,2018-04-15 17:00:00+00:00,-5.7,128.7,3.4,306,6.1,2018-04-15 18:00:00+00:00,3.275555556,3.813333333,278.0444444,1,-5.6,129.2,2018-04-15 17:00:00+00:00,1
571,2018-04-15 18:00:00+00:00,-5.7,128.8,3.6,296,6,2018-04-15 19:00:00+00:00,3.134545455,4.086363636,281.8772727,1,-5.6,129.2,2018-04-15 18:00:00+00:00,1
575,2018-04-15 22:00:00+00:00,-5.7,128.9,3.4,300,7,2018-04-15 23:00:00+00:00,4.178333333,4.918888889,287.1388889,1,-5.6,129.2,2018-04-15 22:00:00+00:00,1
576,2018-04-15 23:00:00+00:00,-5.6,129,4.1,306,6.7,2018-04-16 00:00:00+00:00,4.251153846,5.115769231,288.1,1,-5.6,130.2,2018-04-15 23:00:00+00:00,1
577,2018-04-16 00:00:00+00:00,-5.6,129,4.2,308,7,2018-04-16 01:00:00+00:00,4.04,5.9075,295.4625,1,-5.6,130.2,2018-04-16 00:00:00+00:00,1
578,2018-04-16 01:00:00+00:00,-5.6,129.1,4.1,316,7.3,2018-04-16 02:00:00+00:00,4.592857143,5.83,289.6571429,1,-5.6,130.2,2018-04-16 01:00:00+00:00,1
579,2018-04-16 02:00:00+00:00,-5.6,129.1,4.2,314,8.2,2018-04-16 03:00:00+00:00,4.561666667,6.025,288.55,1,-5.6,130.2,2018-04-16 02:00:00+00:00,1
580,2018-04-16 03:00:00+00:00,-5.6,129.1,4.2,311,9.4,2018-04-16 04:00:00+00:00,3.782857143,6.561428571,292,1,-5.6,130.2,2018-04-16 03:00:00+00:00,1
581,2018-04-16 04:00:00+00:00,-5.6,129.2,3.8,310,9.6,2018-04-16 05:00:00+00:00,3.765,6.891666667,290.4833333,1,-5.6,130.2,2018-04-16 04:00:00+00:00,1
582,2018-04-16 05:00:00+00:00,-5.6,129.2,3.3,311,10.5,2018-04-16 06:00:00+00:00,4.547142857,5.712857143,294.2,1,-5.6,130.2,2018-04-16 05:00:00+00:00,1
583,2018-04-16 06:00:00+00:00,-5.6,129.3,4.5,312,8.9,2018-04-16 07:00:00+00:00,4.171666667,6.31,290.3333333,1,-5.6,130.2,2018-04-16 06:00:00+00:00,1
584,2018-04-16 07:00:00+00:00,-5.6,129.3,4.2,308,9.2,2018-04-16 08:00:00+00:00,4.187142857,6.001428571,291.9142857,1,-5.6,130.2,2018-04-16 07:00:00+00:00,1
585,2018-04-16 08:00:00+00:00,-5.6,129.3,4.2,308,9,2018-04-16 09:00:00+00:00,4.255,5.613333333,292.9833333,1,-5.6,130.2,2018-04-16 08:00:00+00:00,1
586,2018-04-16 09:00:00+00:00,-5.6,129.4,4.3,310,8.7,2018-04-16 10:00:00+00:00,4.194285714,4.935714286,287.4714286,1,-5.6,130.2,2018-04-16 09:00:00+00:00,1
587,2018-04-16 10:00:00+00:00,-5.6,129.4,4.2,306,8.6,2018-04-16 11:00:00+00:00,3.991666667,5.138333333,288.0166667,1,-5.6,130.2,2018-04-16 10:00:00+00:00,1
588,2018-04-16 11:00:00+00:00,-5.6,129.5,3.8,307,9.4,2018-04-16 12:00:00+00:00,4.098571429,4.198571429,282.8857143,1,-5.6,130.2,2018-04-16 11:00:00+00:00,1
589,2018-04-16 12:00:00+00:00,-5.6,129.5,4,304,8,2018-04-16 13:00:00+00:00,4.051666667,4.206666667,282.0666667,1,-5.6,130.2,2018-04-16 12:00:00+00:00,1
590,2018-04-16 13:00:00+00:00,-5.6,129.5,4.1,301,7.3,2018-04-16 14:00:00+00:00,4.071428571,3.894285714,279.2142857,1,-5.6,130.2,2018-04-16 13:00:00+00:00,1
595,2018-04-16 18:00:00+00:00,-5.6,129.8,2.4,306,5.9,2018-04-16 19:00:00+00:00,2.510833333,3.955833333,283.35,1,-5.6,130.2,2018-04-16 18:00:00+00:00,1
596,2018-04-16 19:00:00+00:00,-5.6,129.8,1.6,305,5.9,2018-04-16 20:00:00+00:00,1.630769231,4.855384615,286.3538462,1,-5.6,130.2,2018-04-16 19:00:00+00:00,1
597,2018-04-16 20:00:00+00:00,-5.6,129.8,1.4,304,6.1,2018-04-16 21:00:00+00:00,2.054,4.7685,286.465,1,-5.6,130.2,2018-04-16 20:00:00+00:00,1
598,2018-04-16 21:00:00+00:00,-5.6,129.9,2.5,303,6.4,2018-04-16 22:00:00+00:00,2.816666667,4.275,284.5666667,1,-5.6,130.2,2018-04-16 21:00:00+00:00,1
599,2018-04-16 22:00:00+00:00,-5.6,129.9,3.1,307,7.1,2018-04-16 23:00:00+00:00,3.534,5.3728,272.36,1,-5.6,130.2,2018-04-16 22:00:00+00:00,1
600,2018-04-16 23:00:00+00:00,-5.6,130,3.3,284,7.6,2018-04-17 00:00:00+00:00,3.636538462,6.116153846,267.1538462,1,-5.5,131.1,2018-04-16 23:00:00+00:00,1
601,2018-04-17 00:00:00+00:00,-5.6,130,3.7,283,9.2,2018-04-17 01:00:00+00:00,3.628076923,6.597692308,264.4384615,1,-5.5,131.1,2018-04-17 00:00:00+00:00,1
602,2018-04-17 01:00:00+00:00,-5.6,130,3.5,277,10,2018-04-17 02:00:00+00:00,3.70037037,6.5,261.8037037,1,-5.5,131.1,2018-04-17 01:00:00+00:00,1
603,2018-04-17 02:00:00+00:00,-5.6,130.1,3.4,272,9,2018-04-17 03:00:00+00:00,4.101538462,5.507307692,274.5692308,1,-5.5,131.1,2018-04-17 02:00:00+00:00,1
604,2018-04-17 03:00:00+00:00,-5.6,130.1,4,288,9.3,2018-04-17 04:00:00+00:00,4.465714286,5.778571429,277.0714286,1,-5.5,131.1,2018-04-17 03:00:00+00:00,1
605,2018-04-17 04:00:00+00:00,-5.6,130.2,4.5,292,9.3,2018-04-17 05:00:00+00:00,4.818333333,5.415,271.2333333,1,-5.5,131.1,2018-04-17 04:00:00+00:00,1
606,2018-04-17 05:00:00+00:00,-5.5,130.2,4.7,290,9.3,2018-04-17 06:00:00+00:00,4.617142857,5.55,269.8857143,1,-5.5,131.1,2018-04-17 05:00:00+00:00,1
607,2018-04-17 06:00:00+00:00,-5.5,130.2,4.7,285,8.4,2018-04-17 07:00:00+00:00,4.21,5.673333333,276.25,1,-5.5,131.1,2018-04-17 06:00:00+00:00,1
608,2018-04-17 07:00:00+00:00,-5.5,130.3,4.4,287,9,2018-04-17 08:00:00+00:00,3.697142857,5.905714286,288.1571429,1,-5.5,131.1,2018-04-17 07:00:00+00:00,1
609,2018-04-17 08:00:00+00:00,-5.5,130.3,3.7,295,8.5,2018-04-17 09:00:00+00:00,3.698333333,5.6,297.5166667,1,-5.5,131.1,2018-04-17 08:00:00+00:00,1
610,2018-04-17 09:00:00+00:00,-5.5,130.4,3.6,309,8.7,2018-04-17 10:00:00+00:00,2.314285714,6.38,290.6714286,1,-5.5,131.1,2018-04-17 09:00:00+00:00,1
611,2018-04-17 10:00:00+00:00,-5.5,130.4,2.6,308,10,2018-04-17 11:00:00+00:00,1.836666667,6.803333333,288.7333333,1,-5.5,131.1,2018-04-17 10:00:00+00:00,1
612,2018-04-17 11:00:00+00:00,-5.5,130.4,2.1,303,10.5,2018-04-17 12:00:00+00:00,2.752857143,6.204285714,290.3,1,-5.5,131.1,2018-04-17 11:00:00+00:00,1
613,2018-04-17 12:00:00+00:00,-5.5,130.5,3,302,10.1,2018-04-17 13:00:00+00:00,3.291666667,7.111666667,276.5833333,1,-5.5,131.1,2018-04-17 12:00:00+00:00,1
614,2018-04-17 13:00:00+00:00,-5.5,130.5,3.3,294,10.3,2018-04-17 14:00:00+00:00,3.278571429,8.467142857,269.0142857,1,-5.5,131.1,2018-04-17 13:00:00+00:00,1
615,2018-04-17 14:00:00+00:00,-5.5,130.6,3.4,283,11.9,2018-04-17 15:00:00+00:00,3.196666667,8.363333333,269.5333333,1,-5.5,131.1,2018-04-17 14:00:00+00:00,1
620,2018-04-17 19:00:00+00:00,-5.5,130.8,3.6,300,9.2,2018-04-17 20:00:00+00:00,3.477222222,6.498888889,287.4944444,1,-5.5,131.1,2018-04-17 19:00:00+00:00,1
621,2018-04-17 20:00:00+00:00,-5.5,130.8,3.4,303,9,2018-04-17 21:00:00+00:00,3.064615385,7.148461538,293.5,1,-5.5,131.1,2018-04-17 20:00:00+00:00,1
622,2018-04-17 21:00:00+00:00,-5.5,130.9,2.9,306,9.4,2018-04-17 22:00:00+00:00,2.900714286,8.112142857,293.3857143,1,-5.5,131.1,2018-04-17 21:00:00+00:00,1
623,2018-04-17 22:00:00+00:00,-5.5,130.9,3.1,304,10.4,2018-04-17 23:00:00+00:00,3.535714286,7.99,294.5,1,-5.5,131.1,2018-04-17 22:00:00+00:00,1
624,2018-04-17 23:00:00+00:00,-5.5,130.9,3.7,313,10.5,2018-04-18 00:00:00+00:00,3.966666667,8.108333333,294.2,1,-5.4,132.1,2018-04-17 23:00:00+00:00,1
625,2018-04-18 00:00:00+00:00,-5.5,131,3.6,303,12.2,2018-04-18 01:00:00+00:00,3.875,8.41,287.9833333,1,-5.4,132.1,2018-04-18 00:00:00+00:00,1
626,2018-04-18 01:00:00+00:00,-5.5,131,4.2,302,11.1,2018-04-18 02:00:00+00:00,3.028,8.5824,287.016,1,-5.4,132.1,2018-04-18 01:00:00+00:00,1
627,2018-04-18 02:00:00+00:00,-5.5,131.1,3.1,301,11.8,2018-04-18 03:00:00+00:00,3.384615385,8.637692308,282.4884615,1,-5.4,132.1,2018-04-18 02:00:00+00:00,1
628,2018-04-18 03:00:00+00:00,-5.5,131.1,3.5,304,12.5,2018-04-18 04:00:00+00:00,4.074230769,8.35,282.3346154,1,-5.4,132.1,2018-04-18 03:00:00+00:00,1
629,2018-04-18 04:00:00+00:00,-5.5,131.1,4,293,13.6,2018-04-18 05:00:00+00:00,4.480740741,8.424074074,276.8888889,1,-5.4,132.1,2018-04-18 04:00:00+00:00,1
630,2018-04-18 05:00:00+00:00,-5.5,131.2,4.2,295,14.1,2018-04-18 06:00:00+00:00,4.511538462,8.452307692,271.2038462,1,-5.4,132.1,2018-04-18 05:00:00+00:00,1
631,2018-04-18 06:00:00+00:00,-5.5,131.2,4.3,289,14.3,2018-04-18 07:00:00+00:00,4.46,8.665714286,271.1714286,1,-5.4,132.1,2018-04-18 06:00:00+00:00,1
632,2018-04-18 07:00:00+00:00,-5.5,131.3,4.4,284,14.9,2018-04-18 08:00:00+00:00,4.428333333,8.833333333,274.45,1,-5.4,132.1,2018-04-18 07:00:00+00:00,1
633,2018-04-18 08:00:00+00:00,-5.5,131.3,4.2,287,13.9,2018-04-18 09:00:00+00:00,4.412857143,8.752857143,282.7857143,1,-5.4,132.1,2018-04-18 08:00:00+00:00,1
634,2018-04-18 09:00:00+00:00,-5.5,131.3,4,295,13.4,2018-04-18 10:00:00+00:00,4.718333333,9.451666667,287.4,1,-5.4,132.1,2018-04-18 09:00:00+00:00,1
635,2018-04-18 10:00:00+00:00,-5.5,131.4,4,300,15.1,2018-04-18 11:00:00+00:00,5.117142857,9.957142857,286.2428571,1,-5.4,132.1,2018-04-18 10:00:00+00:00,1
636,2018-04-18 11:00:00+00:00,-5.4,131.4,5.1,304,13.7,2018-04-18 12:00:00+00:00,6.59,7.72,290.1166667,1,-5.4,132.1,2018-04-18 11:00:00+00:00,1
637,2018-04-18 12:00:00+00:00,-5.4,131.5,7,295,10.1,2018-04-18 13:00:00+00:00,7.11,8.434285714,284.0142857,1,-5.4,132.1,2018-04-18 12:00:00+00:00,1
638,2018-04-18 13:00:00+00:00,-5.4,131.5,7.3,291,10.2,2018-04-18 14:00:00+00:00,7.023333333,8.996666667,279.3833333,1,-5.4,132.1,2018-04-18 13:00:00+00:00,1
639,2018-04-18 14:00:00+00:00,-5.4,131.5,6.9,290,11.2,2018-04-18 15:00:00+00:00,5.907142857,9.872857143,282.5285714,1,-5.4,132.1,2018-04-18 14:00:00+00:00,1
640,2018-04-18 15:00:00+00:00,-5.4,131.6,6,298,14.7,2018-04-18 16:00:00+00:00,6.1125,9.435,278.675,1,-5.4,132.1,2018-04-18 15:00:00+00:00,1
645,2018-04-18 20:00:00+00:00,-5.4,131.8,4.2,291,10.3,2018-04-18 21:00:00+00:00,3.961818182,4.801363636,298.2454545,1,-5.4,132.1,2018-04-18 20:00:00+00:00,1
646,2018-04-18 21:00:00+00:00,-5.4,131.8,4,304,6.4,2018-04-18 22:00:00+00:00,3.224615385,5.037307692,295.4076923,1,-5.4,132.1,2018-04-18 21:00:00+00:00,1
647,2018-04-18 22:00:00+00:00,-5.4,131.9,3.1,301,6.9,2018-04-18 23:00:00+00:00,3.07,5.475555556,298.1888889,1,-5.4,132.1,2018-04-18 22:00:00+00:00,1
648,2018-04-18 23:00:00+00:00,-5.4,131.9,3.1,304,6.8,2018-04-19 00:00:00+00:00,3.621666667,4.946666667,297.0833333,1,-5.3,133,2018-04-18 23:00:00+00:00,1
649,2018-04-19 00:00:00+00:00,-5.4,132,3.8,305,5.5,2018-04-19 01:00:00+00:00,3.512857143,4.742857143,302.6714286,1,-5.3,133,2018-04-19 00:00:00+00:00,1
650,2018-04-19 01:00:00+00:00,-5.4,132,3.7,306,5.5,2018-04-19 02:00:00+00:00,2.77,5.431666667,294.8333333,1,-5.3,133,2018-04-19 01:00:00+00:00,1
651,2018-04-19 02:00:00+00:00,-5.4,132,3.3,305,6.3,2018-04-19 03:00:00+00:00,1.974285714,6.734285714,291.5857143,1,-5.3,133,2018-04-19 02:00:00+00:00,1
652,2018-04-19 03:00:00+00:00,-5.4,132.1,2.4,298,8.2,2018-04-19 04:00:00+00:00,1.855714286,7.478571429,288.9857143,1,-5.3,133,2018-04-19 03:00:00+00:00,1
653,2018-04-19 04:00:00+00:00,-5.4,132.1,2.5,295,8.2,2018-04-19 05:00:00+00:00,1.822962963,7.427037037,288.0333333,1,-5.3,133,2018-04-19 04:00:00+00:00,1
654,2018-04-19 05:00:00+00:00,-5.4,132.2,2.4,295,8.3,2018-04-19 06:00:00+00:00,1.794615385,7.298461538,287.4,1,-5.3,133,2018-04-19 05:00:00+00:00,1
655,2018-04-19 06:00:00+00:00,-5.4,132.2,2,295,11.3,2018-04-19 07:00:00+00:00,1.458846154,7.480384615,286.4461538,1,-5.3,133,2018-04-19 06:00:00+00:00,1
656,2018-04-19 07:00:00+00:00,-5.4,132.2,1.7,294,12.7,2018-04-19 08:00:00+00:00,1.316153846,7.646923077,285.5153846,1,-5.3,133,2018-04-19 07:00:00+00:00,1
657,2018-04-19 08:00:00+00:00,-5.4,132.3,1.7,292,12.7,2018-04-19 09:00:00+00:00,1.432173913,8.181304348,281.8782609,1,-5.3,133,2018-04-19 08:00:00+00:00,1
658,2018-04-19 09:00:00+00:00,-5.4,132.3,1.9,290,12.7,2018-04-19 10:00:00+00:00,1.368,8.024,280.48,1,-5.3,133,2018-04-19 09:00:00+00:00,1
659,2018-04-19 10:00:00+00:00,-5.4,132.4,2.3,288,11.9,2018-04-19 11:00:00+00:00,2.083333333,7.378333333,281.0833333,1,-5.3,133,2018-04-19 10:00:00+00:00,1
660,2018-04-19 11:00:00+00:00,-5.4,132.4,2.3,286,11.6,2018-04-19 12:00:00+00:00,1.481428571,7.428571429,280.5857143,1,-5.3,133,2018-04-19 11:00:00+00:00,1
661,2018-04-19 12:00:00+00:00,-5.4,132.4,1.4,286,13.3,2018-04-19 13:00:00+00:00,1.803333333,7.815,277.2333333,1,-5.3,133,2018-04-19 12:00:00+00:00,1
662,2018-04-19 13:00:00+00:00,-5.4,132.5,1.6,285,13,2018-04-19 14:00:00+00:00,2.022857143,8.092857143,269.7428571,1,-5.3,133,2018-04-19 13:00:00+00:00,1
663,2018-04-19 14:00:00+00:00,-5.4,132.5,1.9,279,12.7,2018-04-19 15:00:00+00:00,2.625,7.473333333,270.1166667,1,-5.3,133,2018-04-19 14:00:00+00:00,1
664,2018-04-19 15:00:00+00:00,-5.4,132.6,2,282,12.1,2018-04-19 16:00:00+00:00,3.024285714,6.374285714,270.8857143,1,-5.3,133,2018-04-19 15:00:00+00:00,1
665,2018-04-19 16:00:00+00:00,-5.3,132.6,2.6,281,10.7,2018-04-19 17:00:00+00:00,2.47,6.855,270.05,1,-5.3,133,2018-04-19 16:00:00+00:00,1
670,2018-04-19 21:00:00+00:00,-5.3,132.8,2.1,288,9.9,2018-04-19 22:00:00+00:00,2.002222222,6.867407407,272.8185185,1,-5.3,133,2018-04-19 21:00:00+00:00,1
671,2018-04-19 22:00:00+00:00,-5.3,132.9,1.9,289,10.4,2018-04-19 23:00:00+00:00,1.917307692,7.802307692,277.2615385,1,-5.3,133,2018-04-19 22:00:00+00:00,1
672,2018-04-19 23:00:00+00:00,-5.3,132.9,2,283,12.2,2018-04-20 00:00:00+00:00,4.744285714,23.74285714,309.3,1,-5.2,134,2018-04-19 23:00:00+00:00,1
673,2018-04-20 00:00:00+00:00,-5.3,132.9,3.1,296,19,2018-04-20 01:00:00+00:00,8.25,25.552,314.5,1,-5.2,134,2018-04-20 00:00:00+00:00,1
674,2018-04-20 01:00:00+00:00,-5.3,133,9.4,335,39,2018-04-20 02:00:00+00:00,6.801666667,26.33833333,315.25,1,-5.2,134,2018-04-20 01:00:00+00:00,1
675,2018-04-20 02:00:00+00:00,-5.3,133,7.3,329,49.1,2018-04-20 03:00:00+00:00,9.794,27.582,317.24,1,-5.2,134,2018-04-20 02:00:00+00:00,1
676,2018-04-20 03:00:00+00:00,-5.3,133.1,5.1,340,61.6,2018-04-20 04:00:00+00:00,13.418,22.014,325.34,1,-5.2,134,2018-04-20 03:00:00+00:00,1
677,2018-04-20 04:00:00+00:00,-5.3,133.1,13,340,49.5,2018-04-20 05:00:00+00:00,21.435,13.59166667,337.4833333,1,-5.2,134,2018-04-20 04:00:00+00:00,1
678,2018-04-20 05:00:00+00:00,-5.3,133.1,20.1,354,26.9,2018-04-20 06:00:00+00:00,15.185,29.48,351.375,1,-5.2,134,2018-04-20 05:00:00+00:00,1
679,2018-04-20 06:00:00+00:00,-5.3,133.2,17,364,37.4,2018-04-20 07:00:00+00:00,19.325,13.56142857,407.3357143,1,-5.2,134,2018-04-20 06:00:00+00:00,1
680,2018-04-20 07:00:00+00:00,-5.3,133.2,17.4,390,48.5,2018-04-20 08:00:00+00:00,18.35307692,10.77884615,429.1423077,1,-5.2,134,2018-04-20 07:00:00+00:00,1
681,2018-04-20 08:00:00+00:00,-5.3,133.3,18.9,426,12.2,2018-04-20 09:00:00+00:00,16.24192308,12.85692308,458.4038462,1,-5.2,134,2018-04-20 08:00:00+00:00,1
682,2018-04-20 09:00:00+00:00,-5.3,133.3,14.1,480,13.4,2018-04-20 10:00:00+00:00,15.77307692,14.47769231,465.1192308,1,-5.2,134,2018-04-20 09:00:00+00:00,1
683,2018-04-20 10:00:00+00:00,-5.3,133.3,14.4,493,11.2,2018-04-20 11:00:00+00:00,15.8348,14.466,445.396,1,-5.2,134,2018-04-20 10:00:00+00:00,1
684,2018-04-20 11:00:00+00:00,-5.3,133.4,14.4,471,14.7,2018-04-20 12:00:00+00:00,15.134,12.95133333,472.44,1,-5.2,134,2018-04-20 11:00:00+00:00,1
685,2018-04-20 12:00:00+00:00,-5.3,133.4,14.9,476,14.1,2018-04-20 13:00:00+00:00,13.20428571,10.81142857,484.2285714,1,-5.2,134,2018-04-20 12:00:00+00:00,1
686,2018-04-20 13:00:00+00:00,-5.3,133.5,12.5,488,12.8,2018-04-20 14:00:00+00:00,14.205,8.571666667,481.4,1,-5.2,134,2018-04-20 13:00:00+00:00,1
687,2018-04-20 14:00:00+00:00,-5.3,133.5,12.5,512,9,2018-04-20 15:00:00+00:00,8.031428571,6.405714286,558.0714286,1,-5.2,134,2018-04-20 14:00:00+00:00,1
688,2018-04-20 15:00:00+00:00,-5.3,133.5,9.8,573,7.9,2018-04-20 16:00:00+00:00,7.423333333,5.633333333,556.7333333,1,-5.2,134,2018-04-20 15:00:00+00:00,1
694,2018-04-20 21:00:00+00:00,-5.2,133.8,5.6,606,4.5,2018-04-20 22:00:00+00:00,5.57,2.945,587.55,1,-5.2,134,2018-04-20 21:00:00+00:00,1
695,2018-04-20 22:00:00+00:00,-5.2,133.8,5.7,594,4.5,2018-04-20 23:00:00+00:00,5.304444444,3.338518519,574.0777778,1,-5.2,134,2018-04-20 22:00:00+00:00,1
696,2018-04-20 23:00:00+00:00,-5.2,133.9,5.1,601,4.3,2018-04-21 00:00:00+00:00,4.042307692,3.107692308,580.7076923,1,-5.1,134.9,2018-04-20 23:00:00+00:00,1
697,2018-04-21 00:00:00+00:00,-5.2,133.9,4.9,629,3.8,2018-04-21 01:00:00+00:00,5.242,3.282,561.4,1,-5.1,134.9,2018-04-21 00:00:00+00:00,1
698,2018-04-21 01:00:00+00:00,-5.2,134,4.4,616,3.6,2018-04-21 02:00:00+00:00,4.508333333,2.881666667,559.7833333,1,-5.1,134.9,2018-04-21 01:00:00+00:00,1
699,2018-04-21 02:00:00+00:00,-5.2,134,4.9,596,3.5,2018-04-21 03:00:00+00:00,4.864285714,2.972857143,564.3,1,-5.1,134.9,2018-04-21 02:00:00+00:00,1
700,2018-04-21 03:00:00+00:00,-5.2,134,5.1,595,3.6,2018-04-21 04:00:00+00:00,4.356666667,3.153333333,579.4833333,1,-5.1,134.9,2018-04-21 03:00:00+00:00,1
701,2018-04-21 04:00:00+00:00,-5.2,134.1,5.1,602,4,2018-04-21 05:00:00+00:00,6.037142857,2.63,570.0142857,1,-5.1,134.9,2018-04-21 04:00:00+00:00,1
702,2018-04-21 05:00:00+00:00,-5.2,134.1,5.4,608,3.7,2018-04-21 06:00:00+00:00,6.381666667,2.981666667,562.95,1,-5.1,134.9,2018-04-21 05:00:00+00:00,1
703,2018-04-21 06:00:00+00:00,-5.2,134.2,6.2,599,3.6,2018-04-21 07:00:00+00:00,6.385714286,2.508571429,559.3428571,1,-5.1,134.9,2018-04-21 06:00:00+00:00,1
