EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,FIELD_MAGNITUDE_AVG._nT,BULK_FLOW_SPEED_km/s,ELEVATION_ANGLE_Deg,AZIMUTH_ANGLE_Deg,ION_DENSITY_N/cm3,TEMPERATURE_Deg_K
 2018-10-06T00:00:00.000Z,6.5,295.7,1.7,0.5,-2.6,3.3,366,0.9,-2.3,8.5,21400
 2018-10-06T01:00:00.000Z,6.5,295.7,0.6,0.2,-2.1,2.4,373,-0.1,-1.6,12,19325
 2018-10-06T02:00:00.000Z,6.5,295.8,0.9,1.5,0.1,2.2,369,-1.5,-1.7,12.5,14626
 2018-10-06T03:00:00.000Z,6.5,295.8,0.4,0.3,0.9,1.6,367,-1.9,-1.7,13.3,15408
 2018-10-06T04:00:00.000Z,6.5,295.9,-0.7,-1.2,-0.1,1.8,367,-2.2,-1.2,10.5,22965
 2018-10-06T05:00:00.000Z,6.5,295.9,-0.6,-0.7,1,1.8,367,-2.7,-1.3,11.1,21565
 2018-10-06T06:00:00.000Z,6.5,295.9,-0.8,-0.5,0.9,1.6,367,-2.3,-0.9,11.4,21773
 2018-10-06T07:00:00.000Z,6.5,296,0,-2.1,1,2.7,369,-1.9,-0.2,7.6,30807
 2018-10-06T08:00:00.000Z,6.5,296,0.7,0.5,-2,3.1,371,-1.6,-2.3,6,34201
 2018-10-06T09:00:00.000Z,6.5,296.1,1.1,0.4,1.8,3.1,370,-2.9,-1.3,6,34122
 2018-10-06T10:00:00.000Z,6.5,296.1,1.8,-0.9,1,2.8,366,-2.2,-0.7,5.5,33901
 2018-10-06T11:00:00.000Z,6.5,296.1,1,-1.2,2.3,2.9,369,-2.7,-0.7,5.6,29731
 2018-10-06T12:00:00.000Z,6.5,296.2,1.1,-2.4,1.2,3,367,-1.2,-0.6,5,35474
 2018-10-06T13:00:00.000Z,6.5,296.2,1.3,-2.1,1.4,3.2,364,-1.1,-0.5,5.3,34192
 2018-10-06T14:00:00.000Z,6.5,296.3,0.5,-1.7,1.7,2.7,365,-1,-0.4,5.6,28960
 2018-10-06T15:00:00.000Z,6.5,296.3,0.3,-2,1.9,2.9,364,-1.5,0,4.7,26492
 2018-10-06T16:00:00.000Z,6.5,296.3,-0.1,-0.7,1,1.9,358,-0.3,0.3,7,15949
 2018-10-06T17:00:00.000Z,6.5,296.4,-1.4,0.8,-0.4,1.9,354,0.2,1.2,8.3,13044
 2018-10-06T18:00:00.000Z,6.5,296.4,-0.6,1.3,-0.7,1.7,352,0.1,1.3,8.8,14471
 2018-10-06T19:00:00.000Z,6.5,296.5,-1.2,1.6,-0.1,2.3,351,-0.2,1.2,7.9,17150
 2018-10-06T20:00:00.000Z,6.5,296.5,-1.5,1.5,-0.2,2.4,352,-0.5,1.3,6.1,24900
 2018-10-06T21:00:00.000Z,6.5,296.6,-1.1,1.6,0.4,2.6,353,0,1.6,5.9,27134
 2018-10-06T22:00:00.000Z,6.5,296.6,-0.9,1.6,1.1,2.4,353,0.3,1.7,6,27082
 2018-10-06T23:00:00.000Z,6.5,296.6,-0.3,2,-1.3,2.6,357,-0.5,1.9,6.1,27642
 2018-10-07T00:00:00.000Z,6.5,296.7,-1.2,0.4,0.2,3.1,354,-0.1,1.5,6.1,30387
 2018-10-07T01:00:00.000Z,6.5,296.7,-1.2,-0.4,2.7,3.1,352,0.7,1.7,6.5,30230
 2018-10-07T02:00:00.000Z,6.5,296.8,-1.7,0.2,2.5,3.1,349,0.7,2.5,6.5,30983
 2018-10-07T03:00:00.000Z,6.5,296.8,-1.7,1.4,1.4,2.9,346,0.3,2.9,6.5,30992
 2018-10-07T04:00:00.000Z,6.5,296.8,-1.1,2.4,-0.3,2.8,352,-0.1,3.4,7.3,35109
 2018-10-07T05:00:00.000Z,6.5,296.9,-1.3,1.9,-1.2,3.4,355,-0.5,3.9,8.1,33883
 2018-10-07T06:00:00.000Z,6.5,296.9,-2.5,2.3,-1.1,3.7,354,-0.4,4.5,9.6,35799
 2018-10-07T07:00:00.000Z,6.5,297,-2.4,-0.8,-2.8,4.3,348,-1.3,4.5,12.5,42084
 2018-10-07T08:00:00.000Z,6.5,297,-4.6,2.6,0,5.9,356,-0.7,7.2,21.5,48422
 2018-10-07T09:00:00.000Z,6.5,297,-4.1,1.9,0.7,5.2,362,-1.8,7.5,31.8,44826
 2018-10-07T10:00:00.000Z,6.5,297.1,-2.4,2.3,-0.8,5.5,366,-2.5,8.4,46.3,34765
 2018-10-07T11:00:00.000Z,6.5,297.1,6,-6.6,0.2,11.5,376,-0.4,6.8,34.8,42819
 2018-10-07T12:00:00.000Z,6.5,297.2,9.6,-11,-2.1,15.5,391,1.1,6.2,20.1,65259
 2018-10-07T13:00:00.000Z,6.5,297.2,10,-10.7,4.7,16.6,409,1.2,3.1,16.2,94217
 2018-10-07T14:00:00.000Z,6.5,297.3,6.5,-7.5,4.6,14,452,3.3,-2.7,15.9,221971
 2018-10-07T15:00:00.000Z,6.4,297.3,5.1,-13.2,-2.2,15.1,503,4.9,-8,9.3,334407
 2018-10-07T16:00:00.000Z,6.4,297.3,2.8,-6.8,-0.5,10.7,496,6.2,-7.1,12.2,317311
 2018-10-07T17:00:00.000Z,6.4,297.4,9.1,-7.9,-2,12.7,516,1.3,-7,9.5,239192
 2018-10-07T18:00:00.000Z,6.4,297.4,8.5,-3.1,-1.8,9.7,547,-4.7,-4.4,9.9,324969
 2018-10-07T19:00:00.000Z,6.4,297.5,4.1,-6.5,-3.7,9,565,-2.2,-0.9,7.2,259426
 2018-10-07T20:00:00.000Z,6.4,297.5,2.9,-5.9,-0.8,7.8,565,-2.3,-1.7,6.8,246098
 2018-10-07T21:00:00.000Z,6.4,297.5,3.1,-4.4,1.5,6.8,562,-3.6,-2.1,6,235709
 2018-10-07T22:00:00.000Z,6.4,297.6,2.1,-4.4,1.8,7.2,566,-2.9,-1.9,5.8,213211
 2018-10-07T23:00:00.000Z,6.4,297.6,2.6,-4.9,1.1,7.1,561,-2.3,-1.1,5.5,204738
 2018-10-08T00:00:00.000Z,6.4,297.7,2.5,-2.3,-1.1,6.6,566,-0.1,-2.9,5.8,201158
 2018-10-08T01:00:00.000Z,6.4,297.7,4.6,0.9,0.9,6.7,546,-1.1,-4.8,6.2,208982
 2018-10-08T02:00:00.000Z,6.4,297.8,0.5,-3.9,2.6,6.7,582,-2.1,-0.5,5.7,185808
 2018-10-08T03:00:00.000Z,6.4,297.8,2.2,-4.1,-4,6.7,566,3.2,0,5.4,159701
 2018-10-08T04:00:00.000Z,6.4,297.8,3.5,-0.9,4,6.8,549,-3.5,-2.6,5.5,148063
 2018-10-08T05:00:00.000Z,6.4,297.9,4.9,-2,0.9,6.8,534,-1.1,-2.3,5.4,161274
 2018-10-08T06:00:00.000Z,6.4,297.9,5.9,1,-0.4,7,527,0,-5.2,5.6,147196
 2018-10-08T07:00:00.000Z,6.4,298,5.3,-4.3,-0.3,7.4,530,-0.5,-1.2,5,104158
 2018-10-08T08:00:00.000Z,6.4,298,5.1,-5.1,1.2,7.8,538,-1.4,-0.9,4.8,106379
 2018-10-08T09:00:00.000Z,6.4,298,4.6,-6,0.6,7.9,542,-0.5,-0.1,5,113694
 2018-10-08T10:00:00.000Z,6.4,298.1,5.6,-5.2,0.7,8,528,-0.7,-1.1,4.8,121307
 2018-10-08T11:00:00.000Z,6.4,298.1,4.8,-5.4,-1,7.6,532,1.1,-0.8,4.8,114594
 2018-10-08T12:00:00.000Z,6.4,298.2,3.4,-5.2,0.4,6.8,543,-0.2,0.1,4.3,109155
 2018-10-08T13:00:00.000Z,6.4,298.2,3.1,-3.8,1,5.8,548,-1.3,-0.8,4,121540
 2018-10-08T14:00:00.000Z,6.4,298.2,1.5,-3.2,0.7,4.9,564,-0.4,-1.1,4.2,143945
 2018-10-08T15:00:00.000Z,6.4,298.3,1.8,-2.2,-0.2,4.1,565,0.5,-1.3,4.3,145585
 2018-10-08T16:00:00.000Z,6.4,298.3,2.6,-2.2,0.3,4,558,-0.4,-0.7,3.9,137114
 2018-10-08T17:00:00.000Z,6.4,298.4,1.6,-4.1,0.3,4.8,562,-0.3,1.3,3.6,108187
 2018-10-08T18:00:00.000Z,6.4,298.4,1.5,-1.1,0.7,4.6,563,-0.7,-0.4,3.8,107626
 2018-10-08T19:00:00.000Z,6.4,298.5,-0.8,3.2,0.8,4.3,578,-1,-3.1,4.4,112289
 2018-10-08T20:00:00.000Z,6.4,298.5,1.1,2.6,0.4,4.2,558,-0.8,-2.8,4.3,112491
 2018-10-08T21:00:00.000Z,6.4,298.5,1.5,1.2,0.7,3.5,559,-0.9,-2,4.5,143839
 2018-10-08T22:00:00.000Z,6.4,298.6,-0.6,3,1.6,4.2,577,-1.8,-2.8,4.2,123810
 2018-10-08T23:00:00.000Z,6.4,298.6,3.3,0.7,0.9,4.2,551,-1.9,-0.8,4,144584
 2018-10-09T00:00:00.000Z,6.4,298.7,2.3,-3.4,0.2,4.8,547,-2,2.3,3.9,128388
 2018-10-09T01:00:00.000Z,6.4,298.7,1.2,-1.3,2.2,3.9,554,-2.9,1.3,4,153455
 2018-10-09T02:00:00.000Z,6.4,298.7,2.9,-2.6,1.5,4.8,567,-3.2,0.3,3.5,160293
 2018-10-09T03:00:00.000Z,6.4,298.8,2.5,-0.7,2,4.3,583,-3.9,-1.4,3.2,169081
 2018-10-09T04:00:00.000Z,6.4,298.8,3.8,-0.4,1.2,4.8,588,-3.5,-2.1,2.9,160555
 2018-10-09T05:00:00.000Z,6.4,298.9,2.1,-0.5,-1.8,5.1,601,-2.1,-2.4,3.3,147990
 2018-10-09T06:00:00.000Z,6.4,298.9,2.5,-2.9,-1.1,4.7,601,-2.1,-0.8,3.1,159939
 2018-10-09T07:00:00.000Z,6.4,298.9,3.5,-1.1,-0.2,4.7,602,-2.1,-1.4,3.3,171379
 2018-10-09T08:00:00.000Z,6.3,299,2.4,-1.4,3.4,4.6,609,-5.4,-1.1,3.3,159859
 2018-10-09T09:00:00.000Z,6.3,299,2.9,-1,-0.2,4.4,610,-3.4,-1.8,3.4,176966
 2018-10-09T10:00:00.000Z,6.3,299.1,2.7,-2.8,-0.1,4.9,609,-2.2,-0.5,3.5,182303
 2018-10-09T11:00:00.000Z,6.3,299.1,2.7,-2.2,1,4.7,601,-2.7,-1.9,3.6,178905
 2018-10-09T12:00:00.000Z,6.3,299.2,2.4,-1.8,1.5,4.9,614,-2.6,-2.4,3.8,192571
 2018-10-09T13:00:00.000Z,6.3,299.2,2.7,-0.6,0.8,4.2,611,-2.9,-3.6,4.1,229866
 2018-10-09T14:00:00.000Z,6.3,299.2,2.5,-2.1,1.5,4.6,601,-3.9,-2.8,4.1,217020
 2018-10-09T15:00:00.000Z,6.3,299.3,2.6,-2.4,1.2,4.5,592,-3.3,-2.1,4.1,209122
 2018-10-09T16:00:00.000Z,6.3,299.3,1.3,-1.8,-3.4,4.9,597,-0.4,-1.4,3.7,168997
 2018-10-09T17:00:00.000Z,6.3,299.4,3.5,0.9,-1.5,4.5,576,-2.2,-4.1,3.3,167963
 2018-10-09T18:00:00.000Z,6.3,299.4,1.5,-2.4,0.1,4.2,590,-3.7,-1.1,3.4,170118
 2018-10-09T19:00:00.000Z,6.3,299.4,2.5,0,1.2,4.1,581,-4.4,-1.9,3.5,166185
 2018-10-09T20:00:00.000Z,6.3,299.5,0.3,-3.1,-1.7,4.3,581,-2.1,1.2,3.2,154634
 2018-10-09T21:00:00.000Z,6.3,299.5,1,-2.3,-1.6,3.5,562,-1.8,0.3,3.5,181145
 2018-10-09T22:00:00.000Z,6.3,299.6,2.3,-0.5,-1.2,2.8,556,-1.8,-0.7,3.3,171863
 2018-10-09T23:00:00.000Z,6.3,299.6,0.1,-1.9,0.1,3.3,563,-1.4,0.3,3.1,159538
 2018-10-10T00:00:00.000Z,6.3,299.7,-0.4,-2.3,-0.1,3.4,563,-1.2,0.5,3.1,151744
 2018-10-10T01:00:00.000Z,6.3,299.7,-1.7,-1.5,0.1,3.6,560,-1.1,-0.1,2.8,147613
 2018-10-10T02:00:00.000Z,6.3,299.7,4.2,-1.4,1,4.7,503,-2.2,1.6,1.9,61290
 2018-10-10T03:00:00.000Z,6.3,299.8,2.4,1.7,1.1,4.7,514,-3.5,-1,2.7,86414
 2018-10-10T04:00:00.000Z,6.3,299.8,-2.3,3.8,0.3,4.7,522,-3.6,-2.2,3.9,84604
 2018-10-10T05:00:00.000Z,6.3,299.9,-2.1,2.7,-0.1,4.8,513,-3.9,-1.6,3.9,87006
 2018-10-10T06:00:00.000Z,6.3,299.9,-1.2,3,1.1,4.3,495,-5.5,-2.4,4.1,98924
 2018-10-10T07:00:00.000Z,6.3,299.9,-2.7,3.4,1,4.9,496,-5.2,-2,4.7,88030
 2018-10-10T08:00:00.000Z,6.3,300,-3,4.1,1.3,5.4,496,-6.5,-2.3,4.9,80710
 2018-10-10T09:00:00.000Z,6.3,300,0.6,-2.3,1,4.8,488,-7.9,0.8,5.7,118444
 2018-10-10T10:00:00.000Z,6.3,300.1,-0.1,-2.9,1.3,3.9,498,-7.5,0.7,5.7,163205
 2018-10-10T11:00:00.000Z,6.3,300.1,2.8,-6.2,-0.8,7,483,-6.5,3.8,3.4,88521
 2018-10-10T12:00:00.000Z,6.3,300.1,2.8,-5.7,-1.7,6.8,480,-6.9,4.8,4,100632
 2018-10-10T13:00:00.000Z,6.3,300.2,1.9,-5.8,-1,6.5,486,-7.7,4.1,5,119147
 2018-10-10T14:00:00.000Z,6.3,300.2,2.1,-2.5,-1.3,5.1,479,-7.1,0.3,5.5,172384
 2018-10-10T15:00:00.000Z,6.3,300.3,1,0.5,2.2,5.2,494,-8.1,-1.2,6,222969
 2018-10-10T16:00:00.000Z,6.3,300.3,0.1,-3.3,-3.7,6.5,488,-3.9,0.2,4.9,167046
 2018-10-10T17:00:00.000Z,6.3,300.4,2.3,1.9,-2.8,5.8,495,-4.7,-1.2,4.7,177453
 2018-10-10T18:00:00.000Z,6.3,300.4,3.3,-1.5,-1.1,5.5,491,-5,1,4.6,171160
 2018-10-10T19:00:00.000Z,6.3,300.4,-0.2,-2.8,-3.5,5.1,513,-1.9,2.1,3.8,144095
 2018-10-10T20:00:00.000Z,6.3,300.5,-1.1,-3.1,-2.8,4.7,519,-2.5,1.3,3.6,138710
 2018-10-10T21:00:00.000Z,6.3,300.5,0,-2,-2.3,4.4,516,-2.2,0.1,3.2,121664
 2018-10-10T22:00:00.000Z,6.3,300.6,2.5,-0.3,-1.5,3.3,504,-2.2,-1.3,3.5,140583
 2018-10-10T23:00:00.000Z,6.2,300.6,-1.8,-3.4,-1.6,4.4,513,-1.8,-0.2,3.5,115015
 2018-10-11T00:00:00.000Z,6.2,300.6,0.2,-3.1,-1.7,4,503,-2,-0.6,3.6,128980
 2018-10-11T01:00:00.000Z,6.2,300.7,-1,-2.4,-2.2,4.3,509,-1.4,-0.4,3.4,116124
 2018-10-11T02:00:00.000Z,6.2,300.7,2.2,-2.3,-1,3.8,491,-2.1,-0.5,3.6,122509
 2018-10-11T03:00:00.000Z,6.2,300.8,2.7,-1.9,-0.2,3.8,482,-3.1,-0.2,3.3,106891
 2018-10-11T04:00:00.000Z,6.2,300.8,3.3,-0.4,-1.1,3.9,477,-2,-1.2,3.2,99279
 2018-10-11T05:00:00.000Z,6.2,300.9,2.2,-2.4,-0.1,4,482,-3.2,0.3,3.3,96980
 2018-10-11T06:00:00.000Z,6.2,300.9,0.8,-3.6,-0.5,4.2,490,-3.2,1.2,3.5,95874
 2018-10-11T07:00:00.000Z,6.2,300.9,0.7,-2.8,-0.3,3.5,492,-2.8,-0.1,3.5,101566
 2018-10-11T08:00:00.000Z,6.2,301,0.3,-3.4,-0.5,4,495,-2.4,0.2,3.6,92352
 2018-10-11T09:00:00.000Z,6.2,301,1,-1.8,2.1,3.6,489,-4.3,-1.3,3.6,93564
 2018-10-11T10:00:00.000Z,6.2,301.1,1.4,0.2,0.6,2.7,494,-2.6,-1.8,3.7,101771
 2018-10-11T11:00:00.000Z,6.2,301.1,-0.8,-0.3,-0.9,3,508,-2.8,-0.7,3.8,91234
 2018-10-11T12:00:00.000Z,6.2,301.1,0.6,-0.5,-1.1,2.3,488,-2.8,-0.7,3.9,101964
 2018-10-11T13:00:00.000Z,6.2,301.2,-1.8,-1.1,0.1,2.7,498,-3.3,-0.4,3.8,90113
 2018-10-11T14:00:00.000Z,6.2,301.2,-0.6,-0.9,0,2.5,490,-2.9,0.2,4.2,94739
 2018-10-11T15:00:00.000Z,6.2,301.3,0.1,-0.7,-0.2,2.5,484,-2.8,0.3,4.2,105181
 2018-10-11T16:00:00.000Z,6.2,301.3,-0.4,-1.5,-0.7,3.3,487,-2.4,0.5,3.9,83960
 2018-10-11T17:00:00.000Z,6.2,301.3,-1.3,-2,-0.1,3,489,-3,0.8,4.1,90337
 2018-10-11T18:00:00.000Z,6.2,301.4,0.4,-2.4,0.9,3.5,482,-3.3,1,4.4,89871
 2018-10-11T19:00:00.000Z,6.2,301.4,-1.3,-2.9,-0.6,3.6,496,-1.5,1.7,2.7,100405
 2018-10-11T20:00:00.000Z,6.2,301.5,-0.3,-3.8,0,4,479,-1.7,1.3,2.8,88870
 2018-10-11T21:00:00.000Z,6.2,301.5,3.2,-2,1.8,4.3,466,-3,0.7,1.7,52067
 2018-10-11T22:00:00.000Z,6.2,301.6,3.2,-0.7,1.1,3.6,457,-2.6,-0.8,2.3,75935
 2018-10-11T23:00:00.000Z,6.2,301.6,1.2,-1.1,-1.2,2.7,455,-1.1,-1.3,2.9,96568
 2018-10-12T00:00:00.000Z,6.2,301.6,0.4,-2.1,-1.2,2.9,451,-1.4,-0.9,2.8,86533
 2018-10-12T01:00:00.000Z,6.2,301.7,1.9,-2.2,0.4,3,448,-1.9,-1,2.5,80965
 2018-10-12T02:00:00.000Z,6.2,301.7,2.3,-0.8,-1,3,445,-2.1,-0.7,2.4,79162
 2018-10-12T03:00:00.000Z,6.2,301.8,2.9,0,-1.1,3.3,439,-1.5,-0.5,2,53498
 2018-10-12T04:00:00.000Z,6.2,301.8,2.2,0,-1.2,3.3,420,-0.4,-0.9,2.3,64765
 2018-10-12T05:00:00.000Z,6.2,301.8,1.8,-0.7,-2.4,3.4,424,0.7,-0.6,2.4,62519
 2018-10-12T06:00:00.000Z,6.2,301.9,0.6,0.2,-1.9,3.2,428,0.1,-1.8,2.8,64016
 2018-10-12T07:00:00.000Z,6.2,301.9,-2.5,-1.5,-1.4,3.3,441,-0.1,0.1,3.3,52135
 2018-10-12T08:00:00.000Z,6.2,302,-1.7,-2.2,-1.1,3.1,431,-0.4,1.2,3.4,55312
 2018-10-12T09:00:00.000Z,6.2,302,-0.8,-2.8,-0.9,3.1,417,-0.9,1.2,3.6,55736
 2018-10-12T10:00:00.000Z,6.2,302.1,-0.5,-3.2,0.2,3.3,413,-1.9,1.6,3.8,50332
 2018-10-12T11:00:00.000Z,6.2,302.1,-1.5,-2.6,1.1,3.4,420,-2.4,1.8,3.3,44974
 2018-10-12T12:00:00.000Z,6.1,302.1,0.4,-2,2,3.2,408,-2.9,1.2,2.8,45736
 2018-10-12T13:00:00.000Z,6.1,302.2,-0.6,-2.3,1.9,3.2,414,-2.6,0.8,3.4,48141
 2018-10-12T14:00:00.000Z,6.1,302.2,-2.5,-2.7,-0.5,3.8,412,-0.6,1.4,3.2,45089
 2018-10-12T15:00:00.000Z,6.1,302.3,-0.6,-2.8,-1.8,3.6,402,0.1,2.1,3.3,42685
 2018-10-12T16:00:00.000Z,6.1,302.3,-0.1,-2.2,-0.5,2.5,403,-0.9,1.7,3,62413
 2018-10-12T17:00:00.000Z,6.1,302.3,-1.1,-1.9,-0.1,2.7,405,-1.3,1.3,3.5,63800
 2018-10-12T18:00:00.000Z,6.1,302.4,-0.2,-1.3,-0.4,2.1,398,-1.1,0.9,4,69656
 2018-10-12T19:00:00.000Z,6.1,302.4,0.6,-0.8,-0.1,2.6,391,-1.6,1,3.7,60354
 2018-10-12T20:00:00.000Z,6.1,302.5,2.4,-2.4,-1,3.6,367,0.6,4.2,2.6,29955
 2018-10-12T21:00:00.000Z,6.1,302.5,2.5,-2.3,-0.3,3.6,364,-0.2,4.1,3.5,40634
 2018-10-12T22:00:00.000Z,6.1,302.5,2.3,-1.7,-0.2,3.3,357,-0.3,4.4,4,38134
 2018-10-12T23:00:00.000Z,6.1,302.6,2.5,-1.7,-1.2,3.4,351,1,5.4,5.2,34269
 2018-10-13T00:00:00.000Z,6.1,302.6,3.2,-1.7,0.6,3.9,347,0.5,5.3,5.5,30460
 2018-10-13T01:00:00.000Z,6.1,302.7,3,-2,-0.6,4.7,352,1.7,5.3,6.2,33452
 2018-10-13T02:00:00.000Z,6.1,302.7,3.2,-3.1,-0.9,4.8,350,1.7,5.8,6.5,34716
 2018-10-13T03:00:00.000Z,6.1,302.8,2.6,-3.3,0.1,4.7,352,1.7,6.1,8.5,30414
 2018-10-13T04:00:00.000Z,6.1,302.8,2.3,-0.4,4.7,5.5,354,-0.4,3.2,7.9,31096
 2018-10-13T05:00:00.000Z,6.1,302.8,1.4,5.8,-0.9,7,360,1.4,2.5,9.6,26275
 2018-10-13T06:00:00.000Z,6.1,302.9,0.2,3.5,0.7,6.3,365,1.5,2.2,11.1,33270
 2018-10-13T07:00:00.000Z,6.1,302.9,-0.6,4.9,-1.7,5.9,381,0.1,1.6,17.5,40431
 2018-10-13T08:00:00.000Z,6.1,303,-3,4,0,5.7,383,-1.5,1,17.3,48385
 2018-10-13T09:00:00.000Z,6.1,303,0.8,-2.2,1.4,4.3,371,-1.9,3.7,14.8,72550
 2018-10-13T10:00:00.000Z,6.1,303,5.8,-0.1,3.9,7.5,361,-4,2.8,10.5,44379
 2018-10-13T11:00:00.000Z,6.1,303.1,4.9,3.2,1.4,6.9,364,-2.1,1.5,11.9,67703
 2018-10-13T12:00:00.000Z,6.1,303.1,3.5,3.1,3.8,7,362,-3,1.5,11,55686
 2018-10-13T13:00:00.000Z,6.1,303.2,7.2,0.3,4.2,8.4,332,-3.9,4.4,7.2,35155
 2018-10-13T14:00:00.000Z,6.1,303.2,7.8,-0.8,2.6,8.3,326,-1.6,4.8,8,41284
 2018-10-13T15:00:00.000Z,6.1,303.3,5.7,-1.1,2.7,9.2,352,0.5,4.2,13.1,79890
 2018-10-13T16:00:00.000Z,6.1,303.3,6.9,-3.7,-3.4,10.1,372,6.9,4.1,14.9,101916
 2018-10-13T17:00:00.000Z,6.1,303.3,1.9,1.2,-6.9,9,391,6.7,2.7,21.5,91786
 2018-10-13T18:00:00.000Z,6.1,303.4,-3.8,9.3,-3.4,11,410,2.4,2,14.5,90238
 2018-10-13T19:00:00.000Z,6.1,303.4,-4.1,10.1,-1.5,11.3,434,4,-3,6.2,117321
 2018-10-13T20:00:00.000Z,6.1,303.5,-4.8,7.7,1.7,10.1,443,5,-2,4.9,131446
 2018-10-13T21:00:00.000Z,6.1,303.5,5.6,3.4,-6.5,10.1,467,1.7,-4.1,4.5,157895
 2018-10-13T22:00:00.000Z,6.1,303.5,-2.4,6.5,-2.6,8.3,439,4.8,-2.7,2.7,119189
 2018-10-13T23:00:00.000Z,6,303.6,-3.9,7.1,-2.9,8.7,445,1.9,0.1,2.2,64241
 2018-10-14T00:00:00.000Z,6,303.6,-4.4,4.7,-1.1,7,482,0.8,-1.6,3.7,127892
 2018-10-14T01:00:00.000Z,6,303.7,-4.9,0.7,-0.4,5.6,477,1.3,-2.7,3.5,113097
 2018-10-14T02:00:00.000Z,6,303.7,-5,-2.9,1.5,6.3,509,0.7,-2.5,2.9,107716
 2018-10-14T03:00:00.000Z,6,303.7,-5.5,1.1,2.3,6.4,487,0.3,0.4,2.4,65985
 2018-10-14T04:00:00.000Z,6,303.8,-5.3,0.2,1.9,6,483,-0.6,1.7,2.3,66483
 2018-10-14T05:00:00.000Z,6,303.8,-4.6,1.1,0.3,4.9,481,-1.7,1.8,2.1,97589
 2018-10-14T06:00:00.000Z,6,303.9,-4.7,1.4,-0.5,5.4,485,-2.2,2,2,81805
 2018-10-14T07:00:00.000Z,6,303.9,-4.9,2.7,-0.1,5.8,487,-1.6,2.6,3,107215
 2018-10-14T08:00:00.000Z,6,304,-4.7,2,-0.6,5.4,479,-2.5,-0.1,3,116389
 2018-10-14T09:00:00.000Z,6,304,-5.1,2.8,0.1,6.1,463,-2.1,-0.1,3.2,114865
 2018-10-14T10:00:00.000Z,6,304,-3.2,3.2,-0.9,5.6,486,-0.7,-0.9,4.7,175797
 2018-10-14T11:00:00.000Z,6,304.1,-3.7,5.1,-1.6,7.1,523,-1.8,-0.1,3.1,147369
 2018-10-14T12:00:00.000Z,6,304.1,-2,-1.5,3.8,6,571,-1.2,-4.7,3.7,219319
 2018-10-14T13:00:00.000Z,6,304.2,-2.9,4.7,1.2,6.8,560,-1.5,-1.4,3.3,207332
 2018-10-14T14:00:00.000Z,6,304.2,-0.5,4.4,-0.1,6.2,560,-1,-2.2,3.6,214171
 2018-10-14T15:00:00.000Z,6,304.2,-2.2,4.5,0.2,5.9,557,-1.8,-1.7,3.6,223983
 2018-10-14T16:00:00.000Z,6,304.3,-0.4,4.5,0.5,5.7,582,-0.7,-1,3.6,208896
 2018-10-14T17:00:00.000Z,6,304.3,-3.6,1.2,1.6,6.2,590,-1.4,-2.8,4.4,219795
 2018-10-14T18:00:00.000Z,6,304.4,-3.7,-1.8,2,6,582,-1.6,-5.7,4,210630
 2018-10-14T19:00:00.000Z,6,304.4,-2.4,4.8,2.9,6.6,584,-0.8,-1.8,3.5,198671
 2018-10-14T20:00:00.000Z,6,304.5,-1.2,5.7,1.3,6.5,587,-1.9,-0.4,3.7,194820
 2018-10-14T21:00:00.000Z,6,304.5,-1.8,5.4,1,6.3,580,-1.3,-0.3,3.3,173405
 2018-10-14T22:00:00.000Z,6,304.5,-1.9,3.6,0.3,5.5,582,-0.8,-1.1,3.5,190319
 2018-10-14T23:00:00.000Z,6,304.6,-0.3,4.6,-2.6,5.9,591,-2.9,0.1,3.1,177305
 2018-10-15T00:00:00.000Z,6,304.6,-1.6,4,-0.7,5.7,581,-0.5,-0.2,3.4,168403
 2018-10-15T01:00:00.000Z,6,304.7,-1.7,1.3,-0.8,5.2,580,-0.8,-1.1,3,168392
 2018-10-15T02:00:00.000Z,6,304.7,-0.5,3.2,0.2,4.2,595,-0.9,0.6,2.7,180692
 2018-10-15T03:00:00.000Z,6,304.7,-1.1,2.2,-0.4,3.7,593,-1.7,-0.2,2.4,169113
 2018-10-15T04:00:00.000Z,6,304.8,-1.2,2.1,-0.9,3.9,594,-1.8,0.5,2.4,170771
 2018-10-15T05:00:00.000Z,6,304.8,-2.7,1.8,-0.2,3.9,575,-1.3,0.7,2.3,155306
 2018-10-15T06:00:00.000Z,6,304.9,-3,-1.1,-1.7,4.1,571,-3,-2.3,2.3,144466
 2018-10-15T07:00:00.000Z,6,304.9,-3.7,-0.4,0.6,4,551,0.4,-1.4,1.8,125342
 2018-10-15T08:00:00.000Z,6,304.9,-3.5,0.5,0.3,3.9,551,-0.4,0,1.6,103259
 2018-10-15T09:00:00.000Z,6,305,-3.4,0.5,-0.6,3.8,555,-1.4,-0.5,1.7,105838
 2018-10-15T10:00:00.000Z,5.9,305,-0.8,1.9,-2.4,3.8,593,-2.7,1,2.2,158024
 2018-10-15T11:00:00.000Z,5.9,305.1,-1.8,2.5,-1.3,4.1,593,-1.2,1.7,2.3,140957
 2018-10-15T12:00:00.000Z,5.9,305.1,-1.9,1.9,0.1,3.5,611,-0.8,0.5,2.7,159473
