EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,OMNI_LAT_deg,OMNI_LONG_deg,OMNI_BR_nT,OMNI_BT_nT,OMNI_BN_nT,OMNI_MAG_AVG_nT,OMNI_SPEED_kms,OMNI_DENSITY_Ncm3,OMNI_TEMP_DegK
 1972-09-01T01:00:00.000Z,7.2,262.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T02:00:00.000Z,7.2,262.9,4.5,2.2,-1.1,5.7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T03:00:00.000Z,7.2,263,4.1,4.5,-0.4,6.3,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T04:00:00.000Z,7.2,263,3.8,3.6,-2.1,5.8,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T05:00:00.000Z,7.2,263,1.6,-2.9,0.1,6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T06:00:00.000Z,7.2,263.1,-0.4,-5.1,2.7,6.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T07:00:00.000Z,7.2,263.1,0.3,-5,3,6.3,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T08:00:00.000Z,7.2,263.2,-1,-5.4,2.1,6.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T09:00:00.000Z,7.2,263.2,2.2,-4.7,1.8,6.4,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T10:00:00.000Z,7.2,263.3,3.8,-3.1,0.1,6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T11:00:00.000Z,7.2,263.3,2.9,-4.3,3.5,6.5,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T12:00:00.000Z,7.2,263.3,3.9,-3.7,3,6.6,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T13:00:00.000Z,7.2,263.4,5.8,-2.1,2.6,6.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T14:00:00.000Z,7.2,263.4,5.2,-3.2,2.6,6.9,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T15:00:00.000Z,7.2,263.5,4.1,-3,0.9,6.1,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T16:00:00.000Z,7.2,263.5,0.2,-6.4,2.9,7.2,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T17:00:00.000Z,7.2,263.5,0.1,-6,3.5,7,-1.00E+31,-1.00E+31,-1.00E+31
 1972-09-01T18:00:00.000Z,7.2,263.6,1.7,-5.4,3.4,7,-1.00E+31,-1.00E+31,-1.00E+31
